id,choice,accuracy,overtime,relationship with kerensuki,relationship with renin,relationship with sudarin
347,1,30,,,,
347,2,30,,,,
347,3,30,,,,
347,4,30,,,,
348,1,30,,,,
348,2,30,,,,
348,3,30,,,,
348,4,30,,,,
349,1,30,,,,
349,2,30,,,,
349,3,30,,,,
349,4,30,,,,
350,1,30,,,,
350,2,30,,,,
350,3,30,,,,
350,4,30,,,,
351,1,30,,,,
351,2,30,,,,
351,3,30,,,,
351,4,30,,,,
352,1,30,,,,
352,2,30,,,,
352,3,30,,,,
352,4,30,,,,
353,1,30,,,,
353,2,30,,,,
353,3,30,,,,
353,4,30,,,,
354,1,30,,,,
354,2,30,,,,
354,3,30,,,,
354,4,30,,,,
355,1,30,,,,
355,2,30,,,,
355,3,30,,,,
355,4,30,,,,
356,1,30,,,,
356,2,30,,,,
356,3,30,,,,
356,4,30,,,,
357,1,30,,,,
357,2,30,,,,
357,3,30,,,,
357,4,30,,,,
358,1,30,,,,
358,2,30,,,,
358,3,30,,,,
358,4,30,,,,
359,1,30,,,,
359,2,30,,,,
359,3,30,,,,
359,4,30,,,,
360,1,30,,,,
360,2,30,,,,
360,3,30,,,,
360,4,30,,,,
361,1,30,,,,
361,2,30,,,,
361,3,30,,,,
361,4,30,,,,
362,1,30,,,,
362,2,30,,,,
362,3,30,,,,
362,4,30,,,,
363,1,30,,,,
363,2,30,,,,
363,3,30,,,,
363,4,30,,,,
364,1,30,,,,
364,2,30,,,,
364,3,30,,,,
364,4,30,,,,
365,1,30,,,,
365,2,30,,,,
365,3,30,,,,
365,4,30,,,,
366,1,30,,,,
366,2,30,,,,
366,3,30,,,,
366,4,30,,,,
367,1,30,,,,
367,2,30,,,,
367,3,30,,,,
367,4,30,,,,
368,1,30,,,,
368,2,30,,,,
368,3,30,,,,
368,4,30,,,,
369,1,30,,,,
369,2,30,,,,
369,3,30,,,,
369,4,30,,,,
370,1,30,,,,
370,2,30,,,,
370,3,30,,,,
370,4,30,,,,
371,1,30,,,,
371,2,30,,,,
371,3,30,,,,
371,4,30,,,,
372,1,30,,,,
372,2,30,,,,
372,3,30,,,,
372,4,30,,,,
373,1,30,,,,
373,2,30,,,,
373,3,30,,,,
373,4,30,,,,
374,1,30,,,,
374,2,30,,,,
374,3,30,,,,
374,4,30,,,,
375,1,30,,,,
375,2,30,,,,
375,3,30,,,,
375,4,30,,,,
376,1,30,,,,
376,2,30,,,,
376,3,30,,,,
376,4,30,,,,
377,1,30,,,,
377,2,30,,,,
377,3,30,,,,
377,4,30,,,,
378,1,30,,,,
378,2,30,,,,
378,3,30,,,,
378,4,30,,,,
379,1,30,,,,
379,2,30,,,,
379,3,30,,,,
379,4,30,,,,
380,1,30,,,,
380,2,30,,,,
380,3,30,,,,
380,4,30,,,,
381,1,30,,,,
381,2,30,,,,
381,3,30,,,,
381,4,30,,,,
382,1,30,,,,
382,2,30,,,,
382,3,30,,,,
382,4,30,,,,
383,1,30,,,,
383,2,30,,,,
383,3,30,,,,
383,4,30,,,,
384,1,30,,,,
384,2,30,,,,
384,3,30,,,,
384,4,30,,,,
385,1,30,,,,
385,2,30,,,,
385,3,30,,,,
385,4,30,,,,
386,1,30,,,,
386,2,30,,,,
386,3,30,,,,
386,4,30,,,,
387,1,30,,,,
387,2,30,,,,
387,3,30,,,,
387,4,30,,,,
388,1,30,,,,
388,2,30,,,,
388,3,30,,,,
388,4,30,,,,
389,1,30,,,,
389,2,30,,,,
389,3,30,,,,
389,4,30,,,,
390,1,30,,,,
390,2,30,,,,
390,3,30,,,,
390,4,30,,,,
391,1,30,,,,
391,2,30,,,,
391,3,30,,,,
391,4,30,,,,
392,1,30,,,,
392,2,30,,,,
392,3,30,,,,
392,4,30,,,,
393,1,30,,,,
393,2,30,,,,
393,3,30,,,,
393,4,30,,,,
394,1,30,,,,
394,2,30,,,,
394,3,30,,,,
394,4,30,,,,
395,1,30,,,,
395,2,30,,,,
395,3,30,,,,
395,4,30,,,,
396,1,30,,,,
396,2,30,,,,
396,3,30,,,,
396,4,30,,,,
397,1,30,,,,
397,2,30,,,,
397,3,30,,,,
397,4,30,,,,
398,1,30,,,,
398,2,30,,,,
398,3,30,,,,
398,4,30,,,,
399,1,30,,,,
399,2,30,,,,
399,3,30,,,,
399,4,30,,,,
400,1,30,,,,
400,2,30,,,,
400,3,30,,,,
400,4,30,,,,
401,1,30,,,,
401,2,30,,,,
401,3,30,,,,
401,4,30,,,,
402,1,30,,,,
402,2,30,,,,
402,3,30,,,,
402,4,30,,,,
403,1,30,,,,
403,2,30,,,,
403,3,30,,,,
403,4,30,,,,
404,1,30,,,,
404,2,30,,,,
404,3,30,,,,
404,4,30,,,,
405,1,30,,,,
405,2,30,,,,
405,3,30,,,,
405,4,30,,,,
406,1,30,,,,
406,2,30,,,,
406,3,30,,,,
406,4,30,,,,
407,1,30,,,,
407,2,30,,,,
407,3,30,,,,
407,4,30,,,,
408,1,30,,,,
408,2,30,,,,
408,3,30,,,,
408,4,30,,,,
409,1,30,,,,
409,2,30,,,,
409,3,30,,,,
409,4,30,,,,
410,1,30,,,,
410,2,30,,,,
410,3,30,,,,
410,4,30,,,,
411,1,30,,,,
411,2,30,,,,
411,3,30,,,,
411,4,30,,,,
412,1,30,,,,
412,2,30,,,,
412,3,30,,,,
412,4,30,,,,
413,1,30,,,,
413,2,30,,,,
413,3,30,,,,
413,4,30,,,,
414,1,30,,,,
414,2,30,,,,
414,3,30,,,,
414,4,30,,,,
415,1,30,,,,
415,2,30,,,,
415,3,30,,,,
415,4,30,,,,
416,1,30,,,,
416,2,30,,,,
416,3,30,,,,
416,4,30,,,,
417,1,30,,,,
417,2,30,,,,
417,3,30,,,,
417,4,30,,,,
418,1,30,,,,
418,2,30,,,,
418,3,30,,,,
418,4,30,,,,
419,1,30,,,,
419,2,30,,,,
419,3,30,,,,
419,4,30,,,,
420,1,30,,,,
420,2,30,,,,
420,3,30,,,,
420,4,30,,,,
421,1,30,,,,
421,2,30,,,,
421,3,30,,,,
421,4,30,,,,
422,1,30,,,,
422,2,30,,,,
422,3,30,,,,
422,4,30,,,,
423,1,30,,,,
423,2,30,,,,
423,3,30,,,,
423,4,30,,,,
424,1,30,,,,
424,2,30,,,,
424,3,30,,,,
424,4,30,,,,
425,1,30,,,,
425,2,30,,,,
425,3,30,,,,
425,4,30,,,,
426,1,30,,,,
426,2,30,,,,
426,3,30,,,,
426,4,30,,,,
427,1,30,,,,
427,2,30,,,,
427,3,30,,,,
427,4,30,,,,
428,1,30,,,,
428,2,30,,,,
428,3,30,,,,
428,4,30,,,,
429,1,30,,,,
429,2,30,,,,
429,3,30,,,,
429,4,30,,,,
430,1,30,,,,
430,2,30,,,,
430,3,30,,,,
430,4,30,,,,
431,1,30,,,,
431,2,30,,,,
431,3,30,,,,
431,4,30,,,,
432,1,30,,,,
432,2,30,,,,
432,3,30,,,,
432,4,30,,,,
433,1,30,,,,
433,2,30,,,,
433,3,30,,,,
433,4,30,,,,
434,1,30,,,,
434,2,30,,,,
434,3,30,,,,
434,4,30,,,,
435,1,30,,,,
435,2,30,,,,
435,3,30,,,,
435,4,30,,,,
436,1,30,,,,
436,2,30,,,,
436,3,30,,,,
436,4,30,,,,
437,1,30,,,,
437,2,30,,,,
437,3,30,,,,
437,4,30,,,,
438,1,30,,,,
438,2,30,,,,
438,3,30,,,,
438,4,30,,,,
439,1,30,,,,
439,2,30,,,,
439,3,30,,,,
439,4,30,,,,
440,1,30,,,,
440,2,30,,,,
440,3,30,,,,
440,4,30,,,,
441,1,30,,,,
441,2,30,,,,
441,3,30,,,,
441,4,30,,,,
442,1,30,,,,
442,2,30,,,,
442,3,30,,,,
442,4,30,,,,
443,1,30,,,,
443,2,30,,,,
443,3,30,,,,
443,4,30,,,,
444,1,30,,,,
444,2,30,,,,
444,3,30,,,,
444,4,30,,,,
445,1,30,,,,
445,2,30,,,,
445,3,30,,,,
445,4,30,,,,
446,1,30,,,,
446,2,30,,,,
446,3,30,,,,
446,4,30,,,,
447,1,30,,,,
447,2,30,,,,
447,3,30,,,,
447,4,30,,,,
448,1,30,,,,
448,2,30,,,,
448,3,30,,,,
448,4,30,,,,
449,1,30,,,,
449,2,30,,,,
449,3,30,,,,
449,4,30,,,,
450,1,30,,,,
450,2,30,,,,
450,3,30,,,,
450,4,30,,,,
451,1,30,,,,
451,2,30,,,,
451,3,30,,,,
451,4,30,,,,
452,1,30,,,,
452,2,30,,,,
452,3,30,,,,
452,4,30,,,,
453,1,30,,,,
453,2,30,,,,
453,3,30,,,,
453,4,30,,,,
454,1,30,,,,
454,2,30,,,,
454,3,30,,,,
454,4,30,,,,
455,1,30,,,,
455,2,30,,,,
455,3,30,,,,
455,4,30,,,,
456,1,30,,,,
456,2,30,,,,
456,3,30,,,,
456,4,30,,,,
457,1,30,,,,
457,2,30,,,,
457,3,30,,,,
457,4,30,,,,
458,1,30,,,,
458,2,30,,,,
458,3,30,,,,
458,4,30,,,,
459,1,30,,,,
459,2,30,,,,
459,3,30,,,,
459,4,30,,,,
460,1,30,,,,
460,2,30,,,,
460,3,30,,,,
460,4,30,,,,
461,1,30,,,,
461,2,30,,,,
461,3,30,,,,
461,4,30,,,,
462,1,30,,,,
462,2,30,,,,
462,3,30,,,,
462,4,30,,,,
463,1,30,,,,
463,2,30,,,,
463,3,30,,,,
463,4,30,,,,
464,1,30,,,,
464,2,30,,,,
464,3,30,,,,
464,4,30,,,,
465,1,30,,,,
465,2,30,,,,
465,3,30,,,,
465,4,30,,,,
466,1,30,,,,
466,2,30,,,,
466,3,30,,,,
466,4,30,,,,
467,1,30,,,,
467,2,30,,,,
467,3,30,,,,
467,4,30,,,,
468,1,30,,,,
468,2,30,,,,
468,3,30,,,,
468,4,30,,,,
469,1,30,,,,
469,2,30,,,,
469,3,30,,,,
469,4,30,,,,
470,1,30,,,,
470,2,30,,,,
470,3,30,,,,
470,4,30,,,,
471,1,30,,,,
471,2,30,,,,
471,3,30,,,,
471,4,30,,,,
472,1,30,,,,
472,2,30,,,,
472,3,30,,,,
472,4,30,,,,
473,1,30,,,,
473,2,30,,,,
473,3,30,,,,
473,4,30,,,,
474,1,30,,,,
474,2,30,,,,
474,3,30,,,,
474,4,30,,,,
475,1,30,,,,
475,2,30,,,,
475,3,30,,,,
475,4,30,,,,
476,1,30,,,,
476,2,30,,,,
476,3,30,,,,
476,4,30,,,,
477,1,30,,,,
477,2,30,,,,
477,3,30,,,,
477,4,30,,,,
478,1,30,,,,
478,2,30,,,,
478,3,30,,,,
478,4,30,,,,
479,1,30,,,,
479,2,30,,,,
479,3,30,,,,
479,4,30,,,,
480,1,30,,,,
480,2,30,,,,
480,3,30,,,,
480,4,30,,,,
481,1,30,,,,
481,2,30,,,,
481,3,30,,,,
481,4,30,,,,
482,1,30,,,,
482,2,30,,,,
482,3,30,,,,
482,4,30,,,,
483,1,30,,,,
483,2,30,,,,
483,3,30,,,,
483,4,30,,,,
484,1,30,,,,
484,2,30,,,,
484,3,30,,,,
484,4,30,,,,
485,1,30,,,,
485,2,30,,,,
485,3,30,,,,
485,4,30,,,,
486,1,30,,,,
486,2,30,,,,
486,3,30,,,,
486,4,30,,,,
487,1,30,,,,
487,2,30,,,,
487,3,30,,,,
487,4,30,,,,
488,1,30,,,,
488,2,30,,,,
488,3,30,,,,
488,4,30,,,,
489,1,30,,,,
489,2,30,,,,
489,3,30,,,,
489,4,30,,,,
490,1,30,,,,
490,2,30,,,,
490,3,30,,,,
490,4,30,,,,
491,1,30,,,,
491,2,30,,,,
491,3,30,,,,
491,4,30,,,,
492,1,30,,,,
492,2,30,,,,
492,3,30,,,,
492,4,30,,,,
493,1,30,,,,
493,2,30,,,,
493,3,30,,,,
493,4,30,,,,
494,1,30,,,,
494,2,30,,,,
494,3,30,,,,
494,4,30,,,,
495,1,30,,,,
495,2,30,,,,
495,3,30,,,,
495,4,30,,,,
496,1,30,,,,
496,2,30,,,,
496,3,30,,,,
496,4,30,,,,
497,1,30,,,,
497,2,30,,,,
497,3,30,,,,
497,4,30,,,,
498,1,30,,,,
498,2,30,,,,
498,3,30,,,,
498,4,30,,,,
499,1,30,,,,
499,2,30,,,,
499,3,30,,,,
499,4,30,,,,
500,1,30,,,,
500,2,30,,,,
500,3,30,,,,
500,4,30,,,,
